id,score,title,report
jjvi****,10,거미줄에 걸린 소녀, 개연성면에서 떨어짐이 1도없다. 그리고 마지막 스나이퍼씬은 역대최고다
gkdl****,2,에반 올마이티, 이게재밌나..?? 동물들은 도대체 왜태운거임?ㅋㅋㅋ 개연성 1도없는영화네 시간아까워..
mont****,1,맨 인 블랙: 인터내셔널, 5-6점 정도 평점이 적당하다고 싶었으나 너무 알바느낌나는 10점 댓글로 도배된거보고 1점 드립니다 
3147****,10,맨 인 블랙: 인터내셔널, 진짜 저는 재미있었어용
lion****,2,숨바꼭질, 대체 형은 어릴때 성추행 누명쓰고 억울하담서 왜 성폭행 전과 3범이나 저지르고 남의 속옷수집을 했는가? 이게 뭔 개같은 설정임? 그 옆집여자는 녹화를 했으면 경찰서로 갈일이지 왜 옆집남자에게 먼저 신고하겠다고 신고를 함? 감독아..너무 억지다.
ukey****,10,마틸다, 재미있아요.  지루할  틈 없는 빠른 전개가 영화에 더 집중하게 하네요.아이들과 같이 봤는데
cu62****,10,기생충, 한동안 영화에서 헤어나올 수 없을거 같아요.
jami****,10,알라딘, 이야기가 너무 아름답고  음악
yifg****,7,맨 인 블랙: 인터내셔널, 나름 괜찮아 보이는 조합
govl****,10,알라딘, 겨울왕국 급으로 노래 듣는데 울컥하면서 심장이 떨렸어요 알라딘 만화를 그렇게 좋아하는 편도 아니고 내용도 기억잘 안났는데 이걸 보면서 추억도 떠오르고 재밌었네요 배우들 찰떡이에요 특히 윌스미스 지니 역활이랑 어울리지 않다 생각했는데 너무 잘어울려요
bb46****,10,맨 인 블랙: 인터내셔널, 예고편보다 더 재밋던데여
dibd****,7,옥자, 치닫고 치달아 종국에 다달은 막장에서도 돈(금
veni****,10,기생충, 기대하지 말고 가보세요. 훨씬 더 큰 보상이.. 있어요.
xcos****,8,어린 의뢰인, 이거 얼마전 계모 가 아들 상해치사하고 누나가 밀었다고 시킨 사건 맞지??
orak****,10,기생충, 봉준호 작품의 정점인듯 하네요
pr9j****,10,맨 인 블랙: 인터내셔널, 시간가는줄ㄹ 몰랐습니다
yuki****,6,워크래프트: 전쟁의 서막, 그래픽  연출은 괜춘함 6점
myju****,2,0.0MHz, 구려..구려여..너무 구려..내가 뭘 보고 온거지..
kkok****,1,강철비, 와 이딴걸 영화라고 ㅋㅋ 
wjdt****,1,걸캅스, 주위에 본사람들은 이미 후회중이었다....
voca****,9,블랙잭, 마지막 엔딩곡 구하고 싶다..
kenj****,6,엑스맨: 다크 피닉스, 피닉스의 힘이 어떻게 타노스의 아들에게 흘러 들어가는지 아시는 분??
tlsd****,4,걸캅스, 정치적 편견을 빼고 보더라도 그렇게 잘 만들어진 영화는 아니다
rkdt****,10,파리넬리, 지금보고있는뎅 나 중딩때 학교에서보여줘서봤는뎅 ㅜㅜ짱잼존잼팔에소름 ㅜㅜ그와중 형은 개객낑 ㅜㅜ
ikyo****,9,기생충, 사회의 양극화를 보여주는 드라마지만 폭력적인 장면이 약간 있어 아이들 볼때 주의가 필요할 듯 
glas****,10,맨 인 블랙: 인터내셔널, 감독이 라그나로크 팬이었나?
ovo9****,6,돈키호테를 죽인 사나이, 아직 영화를 보는 내공이 없어 보는 도중에는 장면마다 의미하는 바가 뭘까 혼란스러웠지만 관련 정보들을 찾아보니 결국 감독의 사회비판과 돈키호테라는 소설에 대한 애정이 담긴 어른용 동화 같다
aaa9****,1,걸캅스, 패미 영화라고 소문이자자해서 안보렵니다 이영화를 좋아하는 그룹 이 20대여성 이라고 나와있는것만 봐도 소름이네요 패미들이 20대에 많나보다 ..댓글조작 하더니
zzyo****,9,업사이드, 진짜 간만에 빵빵 터지면서 봤음!! 리메이크 넘 잘햇어ㅜㅜ
fjvw****,10,맨 인 블랙: 인터내셔널, 이둘 케미 기대이상이었다 ㅋㅋ
zz57****,7,프리즌, 교도소 영화 재이져여....
wr2d****,8,맨 인 블랙: 인터내셔널, 딱 내스타일ㅋㅋㅋ 이런 가벼운 코미디가 보고 싶었다궁
made****,10,맨 인 블랙: 인터내셔널, 패러디장면에서 빵터졌는데 나만 웃어서 나이나옴 ㅠㅠ ㅋㅋㅋ
sung****,10,맨 인 블랙: 인터내셔널, 지리는 배우들의 조합ㅋㅋ
juhe****,10,기생충, 기대를 너무 했는데 그 기대이상.
bosu****,1,맨 인 블랙: 인터내셔널, 아.... 토르와의 으리로 봤다....
u_r_****,10,가버나움, 최근 본 영화 중 가장 마음이 아픈 영화였다. 현실이 너무 무거워서 어쩔 수 없는 선택이라 말하는 무책임한 어른들 보다
byur****,10,기생충, 잘 봤습니다. 배우들 연기도 멋지고..보고나서 생각이 많아지는 영화였습니다.(후반부에는 좀 무서웠어요..
wodu****,10,드래곤볼 에볼루션, Baaaam 완저니 망해쓰 wassupman 훅역싸 joon나 쪽팔쓰
blaz****,8,기생충, 집에 와서 짜빠게티 끊여 먹었다아...물론 한우도 넣고
eun3****,10,기생충, 교훈 놀지말고 돈벌자.ㅋ
thep****,7,기생충, 봉준호 감독이 흩뿌려 놓은 은유들을 찾는 재미!
djtj****,6,서스페리아, 그냥 한번쯤 볼만함. 안 보면 궁금했을테니 봤음.
dece****,10,알라딘, 넘 재밌다~디즈니 실사 최고~배우들 호연~~~굿굿굿
rlag****,10,어린 의뢰인, 이런영화를봐야하는데..19만 너무아쉽네요감사합니다 좋은영화잘봤습니다.
jhye****,10,기생충, 최고....그이상 그이하 없음
swal****,9,어벤져스: 엔드게임, 해피앤딩인지 새드앤딩인지...
real****,4,맨 인 블랙: 인터내셔널, 생각보다 그닥인거같아요..
echa****,10,기생충, 그냥 재밌음 123123123
insp****,4,걸캅스, 재미있다해서 기대했었는데 
feel****,10,기생충, 볼 때는 일단 재미있는데  보고 나오면 생각이 많아지는 영화
good****,10,기생충, 배우와 감독의 연출력이 너무 멋져요~~
beca****,10,독고다이, 만들다 만 것같은 먼가 여운을 주는 영화. 이윤우 정말 멋있습니다. 남자가 봐도 멋있다.
coco****,10,알라딘, 아름답고 재밋어요~ 최고!
e0xv****,10,맨 인 블랙: 인터내셔널, 설정이 꽤나 신선하네요 뻔하지 않아서 더 기대되는거 같습니다ㅎㅎ
fky5****,9,맨 인 블랙: 인터내셔널, 보는 내내 행복하네요 zz
ckd5****,8,기생충, 볼만하네요..~~~~
rlag****,10,알라딘, 너무재밌어요 추억소환..ㅠ
kisl****,2,빅샤크2: 해저2만리, 오산롯데시네마 이렇게 더럽고 냄새나고 지저분한 극장은 처음가봄.사람도없고 엄청작고 주차도 안되는 이런극장은 왜 운영을하는지...4살딸이랑 보러갔는데 영화가 지루하기도했지만 의자가 너무더러워서 온몸이 간지럽고 기침이나오고 냄새가나서 못견디고 중간쯤 나옴
smsa****,1,기생충, 제발 한국영화로 영화관 독점 좀 하지마... 알라딘 좀 보자
band****,6,반드시 잡는다, 좀비 형사 박평달...다음 시리즈도 부탁해요...
yoor****,10,로켓맨, 태런 사랑합니다. 감사합니다!
dlrb****,9,기생충, 제기준으로 딱 9점이요
ays9****,1,걸캅스, ㅋㅋㅋ 82년생 김치영 개봉하면 평점 볼만하겠다ㅋㅋㅋㅋ  관람객 평점 9 이상 찍겠네
dlrb****,4,엑스맨: 다크 피닉스, 솔직하게 그냥 그래요..
band****,6,유령 작가, 진실처럼 안개에 파묻힌 섬...에서 살고 싶다..
kimj****,10,기생충, 연기구멍 없고 스토리 탄탄 몰입도가 최고입니다
dlwn****,10,어린 의뢰인, 이 영화를 보고 재미가 있다 없다 따지는거부터가 웃긴거 아니냐?진지하게 봐도 모자를 영화인데..
jeah****,8,알라딘, 역시 디즈니 잘 만들었다
ays9****,1,자전차왕 엄복동, ㅋㅋㅋ 정지훈 주연 뜨자마자 망할줄알았다ㅋㅋㅋ 월드스타는 개뿔
nana****,10,기생충, 스토리가 특이하네요.재미납니다
eysh****,10,맨 인 블랙: 인터내셔널, 가볍게 볼 수 있는 코미디 영화 보고 싶었는데 완전딱이에여!!
boob****,9,기생충, 가슴이 답답했지만
ollo****,8,어벤져스: 엔드게임, 잼잼잼 역시나 마블짱 재밌어여
prai****,9,어톤먼트, 전쟁을 선언하는 자는 늙은이다. 하지만 싸우고 죽어야하는 자는 젊은이다&amp;#39; (허버트 후버
wuse****,10,서치, 걍 대박이다 핵꿀잼 ㅋ하하하
ht59****,10,업사이드, 리메이크는 이렇게 해야된다의 정석인듯ㅠㅠ
4370****,10,엑스맨: 다크 피닉스, 호불호가 갈리는 영화였지만 개인적으론 짱
fata****,1,작전명 발키리, 나치 장교가 독일어를 안쓰고 영어를 쓰는 개쓰레기 영화;;
rock****,10,업사이드, 단언컨대 올해 최고의 영화. 정말 재미있고 감동적이다!! ㅠ
func****,10,기생충, 영화의 휴유증이 오래도록 남는 영화
yoos****,5,엑스맨: 다크 피닉스, 그냥 쏘쏘~ 무난한데~
chip****,10,업사이드, 원작을 헐리우드 감성으로 적절히 재해석해서 재밌었어요 각자의 매력이 있음
cv1c****,10,맨 인 블랙: 인터내셔널, 믿고 보는 햄식이ㅋㅋㅋ 너무 좋앙~!
cccc****,10,고질라: 킹 오브 몬스터, 10점만점에10점이라고말하고싶지만그래도10점
thgm****,10,업사이드, 감동적인데 재미잇기까지 너무 즐겁게 잘 봣습니다 !!! 
penc****,6,기생충, 오랜만에 좋은 영화입니다
hand****,7,달콤한 인생, 이병헌 목소리가 70% 정도 캐리했다
hate****,10,맨 인 블랙: 인터내셔널, 익숙한 그립감. 정말 그립네요. 캐로로 중사 같은 우리 포니 구엽네요
avis****,2,맨 인 블랙: 인터내셔널, 유쾌하고 재치넘치던 맨인블랙 시리즈를 이렇게 심각한 노잼으로 만드는것도 대단해
jms9****,10,업사이드, 존잼스멜이네여 대작스멜
good****,10,알라딘, 최소 2번이상은 봐야되는영화 지니 자유로워질때 울었네요 말이 필요없습니다 진짜 인생영화ㅜㅠ 꼭보세요
sooi****,10,맨 인 블랙: 인터내셔널, 재밌어요! 액션도 개그코드도 좋고  ㅎ ㅎ
bmjh****,10,알라딘, 재밌었음 추억여행ㅎㅎ
bass****,10,창수, 임창정의 연기력에 이 영화에서 만큼은 세상에서 젤 예쁘게 나온 손은서
munk****,10,기생충, 내용자체로  충분히 재밌습니다.
zbdt****,8,맨 인 블랙: 인터내셔널, 그냥 딱 코미디 영화로만 본다면 나쁘지 않을것 같다
sxze****,10,알라딘, 아름다운영화
beas****,1,맨 인 블랙: 인터내셔널, B급이 a급 b급할 때 그 b급인 줄 아나보네.정신 차려 욘석들아 b급 코미디도 이렇게 만들면  욕 엄청 먹어
haky****,6,맨 인 블랙: 인터내셔널, 시리즈 안봤던 사람이고 햄식이 보러갔는데 졸았음요 ㅠㅠ 잼없고 발키리랑 케미도 별로..
show****,10,기생충, 나도 자괴감들어...
pdqb****,8,맨 인 블랙: 인터내셔널, 저는 재밌더라구요^^ㅎㅎ
kaiz****,1,맨 인 블랙: 인터내셔널, 알바들 여긴 너무 많아서 문제다.. 잘 걸러서 보길
alsg****,10,업사이드, 원작는 안봤는데 너무 재미있어요ㅠㅠ 또 보러가려구요!!!
hjee****,10,업사이드, 인생 영화 한편 추가..!♥?
ange****,10,업사이드, ㅋㅋㅋㅋ재밌음 ㅋㅋ 이집 리메이크 잘하네
lhw_****,9,기생충, 이 정도면 충분히 즐길만한 수작이자 명작이다. 뭘 더 바라겠는가...
d43c****,10,맨 인 블랙: 인터내셔널, 오랜만에 재미난 액션 코미디!!
jahu****,10,알라딘, 너무 잘봤습니다. 쟈스민 너무 이쁨
choi****,10,맨 인 블랙: 인터내셔널, 토르 씹간지  ...ㄹㅇ
okw2****,1,걸캅스, 정말평점너무하네요 1점 이야
mart****,10,쌍화점, 배경과 무술에 신경을 많이 쓴 것 같아요. 배우들도 다 잘생겨서 영화스러웠어요. 동성애코드 때문에 한국에선 방영이 어렵겠지만 중국에 수출하면 좋을 것 같아요
mick****,10,업사이드, 원작도 너무 감동적이게 봤는데 리메이크라뇨 ㅠㅠㅠㅠ 너무너무 기대됩니다!!! 예고만 봐도 재미+감동 둘다 건질 수 있을듯
kgoe****,10,업사이드, 간만에 기분좋게 웃으면서 본 영화. 가볍게 보기 추천!
rlad****,9,기생충, 중학교때 동네가 물바다가 된적이 있었는데... 그생각나더라....
zfpa****,8,맨 인 블랙: 인터내셔널, 그저 그런 코믹 영화는 전혀 아니에요 한번쯤은 봐도 좋을 영화입니다
yesc****,10,업사이드, 원작보다 더 재밌고 감동적이다
oris****,4,스티그마타, 흥미로운 소재
moms****,10,알라딘, 또 보고싶네요ㅎ 요근래 본 것 중에 제일 신나고 즐겁네요ㅎ 눈과 귀가 호강하고 왔어요ㅎ
nick****,1,데몰리션, 평점 너무 높네 재미없다 감성만 울부짖는 영화 이런거 재밌다하면 자기의 인간으로서 급이 올라가는줄 착각하는 인간들이 고평점 주는듯ㅇㅇ
kook****,10,알라딘, 지니 나올때 마다 어깨 춤 추고 싶음 ㅜㅜ내 옆옆옆자리 어린이는 결국 못찹고 일어나서 흔들어재끼다가 엄마가 잡아끌어내림ㅋㅋㅋ 나도 같이 일어날뻔 ㅋㅋ
eshi****,10,알라딘, 평점을  보고도  별기대  하지  않고  봤는데또 한번 더 보고 싶은 영화네요진짜  끝나고도  여운이  남아요
rlad****,10,알라딘, OST 다좋아 ㅠㅠ 진짜 너무 멋진 영화였음!
avat****,8,알라딘, 주인공보다 윌스미스가 기억에 남는 영화...
proj****,10,나의 특별한 형제, 눈물샘을 자극하기에 충분한 소재였고거기다가 신하균 이광수의 연기력은최고였습니다.
gwl1****,10,맨 인 블랙: 인터내셔널, 재밌어여 ㅋㅋㅋ햄식이 사랑함
joll****,2,0.0MHz, 최악 대사 전개 스토리원작 다 망쳐놨네
rvbn****,7,맨 인 블랙: 인터내셔널, 네... 볼만해요 ... 보세요..
chbk****,10,기생충, 이런장르는 처음.. 신선하다 진짜 
proj****,8,기생충, 칸영화제 황금종려상거기다 송강호출연작이라 믿고보는영화그런데 어째 좀 무서웠어요하지만 연기자 개개인의 캐릭터와 연기력은대단했습니나
sw10****,8,맨 인 블랙: 인터내셔널, 괜찮은데 그래도 맨 인 블랙은 윌스미스다
hspo****,10,맨 인 블랙: 인터내셔널, 가볍게 볼 수 있는 영화ㅋ
klkl****,8,알라딘, 개인적으로는 사운드트랙이 6할
jyej****,10,극장판 오소마츠 6쌍둥이, 아 학교 강의 째고 보고 왔슴다 아 애들 개귀여워여 진짜ㅜㅜㅜ 아 미쳤어 진짜 공식 개존맛임(헙쩝 장기간 휴덕 중인 나의 마음에 불을 지폈다 최고다 진짜 어떻게 한 명도 안 빼놓고 삭 다 귀요ㅣㅂ지?!??? 아 더빙판도 봐야 한다 진심 이거
zfl2****,10,맨 인 블랙: 인터내셔널, 기대이상이네요!!ㅋㅋ
dhoo****,10,기생충, 진짜 연기고 시나리오고 인간의 본질을 기괴하고 소름끼치게 잘 표현했다고 생각하는데 영화관에서 도대체 왜이렇게 혀가길어 아저씨아줌마들 아 진짜 열받는다
0817****,10,헬프, 이런 영화를 왜 이제야 봤을까 모든 사람이 봐야한다 
whit****,8,고질라: 킹 오브 몬스터, 의ㅡ리!!!!사람도없는질라가 의리가 있네~
qvhb****,10,맨 인 블랙: 인터내셔널, 아 진짜 이사람들 너무 멋있고 웃긴거아임?ㅎ
rhfv****,5,이웃집 토토로, 이거 원래 애들 죽은 거임. 토토로가 저승의 신임
koko****,10,포레스트 검프, 모든것을 다가진 영화...
czto****,9,맨 인 블랙: 인터내셔널, 감동도 있고 재미도 있고
iw0l****,10,맨 인 블랙: 인터내셔널, 가볍게 보기엔 딱인 것 같아ㅣ요
sswk****,10,맨 인 블랙: 인터내셔널, 스토리다 단순해서 더 좋은듯
